JW_ID	Locustag K-12	Locustag MG1655	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	yield_new(uM)	yield_new(ug/ml)	calculated MW(kDa)	calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW3486	ECK3503	b3518	yhjA	yhjA		21 	0.5 	23 	51.5 	6.5 	pe	predicted cytochrome C peroxidase	Membrane Anchored		46626; Cytochrome c
JW3489	ECK3506	b3521	yhjC	yhjC		8 	0.5 	19 	36.1 	8.5 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW3490	ECK3507	b3522	yhjD	yhjD		14 	0.6 	23 	37.9 	10.3 	pm	conserved inner membrane protein	Integral Membrane Protein		
JW3495	ECK3512	b3527	yhjJ	yhjJ		83 	0.4 	20 	55.5 	6.5 	pe	predicted zinc-dependent peptidase	Periplasmic		63411; LuxS/MPP-like metallohydrolase
JW3499	ECK3516	b3531	bcsZ	bcsZ	bcsC -!- yhjM -!- bcsZ	6 	0.8 	32 	41.7 	9.2 	e	"endo-1,4-D-glucanase"	Outer Membrane Lipoprotein		48208; Six-hairpin glycosyltransferases
JW3504	ECK3521	b3536	bcsE	bcsE	yhjS	24 	0.4 	22 	59.4 	6.6 	o	conserved protein	Cytoplasmic		
JW3509	ECK3527	b3540	dppF	dppF	dppE	24 	0.5 	19 	37.5 	9.3 	t	dipeptide transporter -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3510	ECK3528	b3541	dppD	dppD		19 	0.7 	26 	35.8 	6.8 	t	dipeptide transporter -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW5656	ECK3540	b3553	tiaE	tiaE	ghrB -!- tkrA -!- yiaE	81 	0.3 	9 	35.4 	6.0 	e	2-keto-D-gluconate reductase (glyoxalate reductase) (2-ketoaldonate reductase)	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains -!- 52283; Formate/glycerate dehydrogenase catalytic domain-like
JW3536	ECK3553	b3564	xylB	xylB		10 	0.4 	21 	52.6 	6.0 	e	xylulokinase	Cytoplasmic		53067; Actin-like ATPase domain
JW3539	ECK3556	b3567	xylG	xylG		48 	0.3 	18 	56.4 	6.2 	t	fused subunits of D-xylose transporter -!- ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3541	ECK3558	b3569	xylR	xylR		29 	0.8 	34 	44.8 	6.6 	r	"DNA-binding transcriptional activator, xylose-binding"	Cytoplasmic		46689; Homeodomain-like -!- 53822; Periplasmic binding protein-like I
JW5652	ECK3561	b3572	avtA	avtA	avt	47 	0.6 	29 	46.7 	6.2 	e	valine-pyruvate aminotransferase	Cytoplasmic		53383; PLP-dependent transferases
JW3547	ECK3564	b3575	yiaK	yiaK		37 	1.1 	40 	36.5 	6.0 	e	"2,3-diketo-L-gulonate dehydrogenase, NADH-dependent"	Cytoplasmic		
JW3551	ECK3568	b3579	yiaO	yiaO		20 	1.2 	44 	35.9 	8.2 	pt	predicted transporter	Periplasmic		
JW3552	ECK3569	b3580	lyxK	lyxK	lyx -!- yiaP -!- sgbK -!- xylK	15 	0.7 	37 	55.1 	6.0 	e	L-xylulose kinase	Cytoplasmic		53067; Actin-like ATPase domain
JW3557	ECK3574	b3585	yiaU	yiaU		31 	1.4 	51 	37.2 	6.2 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW3558	ECK3575	b3586	yiaV	yiaV		23 	0.6 	26 	41.7 	9.7 	t	"membrane fusion protein (MFP) component of efflux pump, signal anchor"	Integral Membrane Protein		51230; Single hybrid motif
JW5648	ECK3578	b3589	yiaY	yiaY		70 	0.9 	38 	40.3 	5.8 	pe	predicted Fe-containing alcohol dehydrogenase	Cytoplasmic		56796; Dehydroquinate synthase-like
JW3571	ECK3586	b3597	yibH	yibH		24 	0.6 	27 	41.9 	8.7 	o	predicted protein	Membrane Anchored		51230; Single hybrid motif
JW3574	ECK3589	b3600	mtlD	mtlD		60 	0.9 	39 	41.1 	5.9 	e	"mannitol-1-phosphate dehydrogenase, NAD(P)-binding"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW3580	ECK3595	b3605	lldD	lldD	lct -!- lctD	4 	1.1 	45 	42.7 	7.3 	e	"L-lactate dehydrogenase, FMN-linked"	Cytoplasmic		51395; FMN-linked oxidoreductases
JW3583	ECK3598	b3608	gpsA	gpsA		99 	1.3 	49 	36.3 	6.8 	e	glycerol-3-phosphate dehydrogenase (NAD+)	Cytoplasmic		48179; 6-phosphogluconate dehydrogenase C-terminal domain-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW3587	ECK3602	b3612	gpmI	gpmI	gpmM -!- yibO -!- pmgI -!- gpmC -!- pgmI	104 	0.6 	31 	56.1 	5.4 	e	"phosphoglycero mutase III, cofactor-independent"	Cytoplasmic		"53649; Alkaline phosphatase-like -!- 64158; 2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding d"
JW5646	ECK3603	b3613	envC	envC	yibP	11 	1.1 	51 	46.6 	10.5 	cp	protease with a role in cell division	Periplasmic		
JW3590	ECK3605	b3615	yibD	yibD		10 	0.6 	24 	40.5 	9.9 	pe	predicted glycosyl transferase	Cytoplasmic		53448; Nucleotide-diphospho-sugar transferases
JW3591	ECK3606	b3616	tdh	tdh		50 	1.1 	40 	37.2 	6.5 	e	"threonine 3-dehydrogenase, NAD(P)-binding"	Cytoplasmic		50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW3592	ECK3607	b3617	kbl	kbl		38 	1.2 	53 	43.1 	6.2 	e	glycine C-acetyltransferase	Cytoplasmic		53383; PLP-dependent transferases
JW3595	ECK3610	b3620	rfaF	rfaF	waaF	25 	1.5 	59 	39.0 	7.9 	e	ADP-heptose:LPS heptosyltransferase II	Cytoplasmic		
JW3601	ECK3616	b3626	rfaJ	rfaJ	waaJ -!- waaR	35 	0.3 	13 	39.0 	9.2 	e	UDP-D-glucose:(galactosyl)lipopolysaccharide glucosyltransferase	Cytoplasmic		53448; Nucleotide-diphospho-sugar transferases
JW3602	ECK3617	b3627	rfaI	rfaI	waaI	42 	0.5 	18 	39.4 	8.2 	e	"UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase"	Cytoplasmic		53448; Nucleotide-diphospho-sugar transferases
JW3603	ECK3618	b3628	rfaB	rfaB	waaB -!- lps -!- phx -!- syn	41 	0.4 	15 	42.0 	7.0 	e	"UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase"	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW3606	ECK3621	b3631	rfaG	rfaG	waaG	30 	1.0 	43 	42.2 	7.9 	e	glucosyltransferase I	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW3607	ECK3622	b3632	rfaQ	rfaQ	waaQ	33 	0.7 	26 	38.7 	7.6 	e	lipopolysaccharide core biosynthesis protein	Cytoplasmic		
JW3608	ECK3623	b3633	kdtA	kdtA	waaA	15 	0.9 	41 	47.3 	10.4 	e	3-deoxy-D-manno-octulosonic-acid transferase (KDO transferase)	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW3629	ECK3644	b3654	yicE	yicE		9 	0.1 	6 	48.8 	7.9 	pt	predicted transporter	Integral Membrane Protein		
JW3643	ECK3659	b3668	uhpB	uhpB	uhpR	19 	0.2 	12 	56.3 	8.1 	r	sensory histidine kinase in two-component regulatory sytem with UhpA	Integral Membrane Protein		55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3654	ECK3669	b3678	yidJ	yidJ		23 	0.9 	52 	57.2 	5.5 	pe	predicted sulfatase/phosphatase	Cytoplasmic		53649; Alkaline phosphatase-like
JW5631	ECK3682	b3690	cbrA	cbrA	yidS	35 	1.0 	41 	40.1 	10.0 	pe	"predicted oxidoreductase, FAD/NAD(P)-binding domain"	Cytoplasmic		51905; FAD/NAD(P)-binding domain
JW3677	ECK3692	b3700	recF	recF	uvrF	6 	1.0 	42 	40.5 	7.7 	cp	gap repair protein	Cytoplasmic		52540; P-loop containing nucleoside triphosphate hydrolases
JW3678	ECK3693	b3701	dnaN	dnaN		16 	1.4 	56 	40.5 	5.8 	e	"DNA polymerase III, beta subunit"	Cytoplasmic	1OK7	55979; DNA clamp
JW3679	ECK3694	b3702	dnaA	dnaA		38 	0.5 	24 	52.5 	9.2 	f	"chromosomal replication initiator protein DnaA, DNA-binding transcriptional dual regulator"	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3684	ECK3699	b3706	trmE	trmE	mnmE -!- thdF	90 	0.5 	23 	49.2 	5.0 	e	GTPase	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3686	ECK3701	b3708	tnaA	tnaA	ind -!- tnaR	11 	0.4 	20 	52.7 	6.5 	e	"tryptophanase/L-cysteine desulfhydrase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW3699	ECK3714	b3721	bglB	bglB	blgA	19 	0.6 	30 	53.1 	5.9 	e	cryptic phospho-beta-glucosidase B	Cytoplasmic		51445; (Trans)glycosidases
JW3706	ECK3721	b3728	pstS	pstS	"R2pho -!- nmpA -!- phoR2a -!- phoS -!- phoS,T -!- pstA"	80 	1.7 	63 	37.0 	9.2 	t	phosphate transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	1IXH	53850; Periplasmic binding protein-like II
JW3708	ECK3723	b3730	glmU	glmU	yieA	95 	0.6 	28 	49.1 	6.6 	e	fused N-acetyl glucosamine-1-phosphate uridyltransferase -!- glucosamine-1-phosphate acetyl transferase	Cytoplasmic	1HV9	53448; Nucleotide-diphospho-sugar transferases -!- 51161; Trimeric LpxA-like enzymes
JW3710	ECK3725	b3732	atpD	atpD	papD -!- uncD -!- papB -!- unc	78 	0.3 	13 	50.3 	5.0 	e	"F1 sector of membrane-bound ATP synthase, beta subunit"	Cytoplasmic		47917; C-terminal domain of alpha and beta subunits of F1 ATP synthase -!- 50615; N-terminal domain of alpha and beta subunits of F1 ATP synthase -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3712	ECK3727	b3734	atpA	atpA	papA -!- uncA -!- unc	61 	0.5 	26 	55.2 	6.4 	e	"F1 sector of membrane-bound ATP synthase, alpha subunit"	Cytoplasmic		47917; C-terminal domain of alpha and beta subunits of F1 ATP synthase -!- 50615; N-terminal domain of alpha and beta subunits of F1 ATP synthase -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3722	ECK3738	b3744	asnA	asnA		90 	0.5 	20 	36.6 	6.0 	e	asparagine synthetase A	Cytoplasmic	12AS	55681; Class II aaRS and biotin synthetases
JW5610	ECK3739	b3745	yieM	yieM	yieD	31 	0.3 	19 	55.8 	6.6 	pf	predicted von Willibrand factor containing protein	Cytoplasmic		53300; Integrin A (or I) domain
JW3725	ECK3740	b3746	yieN	yieN		27 	0.2 	12 	56.3 	6.6 	pr	fused predicted transcriptional regulators	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3728	ECK3743	b3749	rbsA	rbsA	rbsP -!- rbsT	49 	0.2 	9 	55.0 	6.4 	t	fused D-ribose transporter subunits -!- ATP-binding components ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3732	ECK3747	b3753	rbsR	rbsR		33 	0.2 	6 	36.6 	6.0 	r	DNA-binding transcriptional repressor	Cytoplasmic		47413; lambda repressor-like DNA-binding domains -!- 53822; Periplasmic binding protein-like I
JW3738	ECK3758	b3765	yifB	yifB		20 	0.2 	10 	56.2 	8.0 	pr	"predicted bifunctional protein, enzyme and transcriptional regulator"	Periplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW3740	ECK3760	b3767	ilvG	ilvG_1	ilvO	17 	1.1 	37 	34.5 	5.8 	su	"acetolactate synthase II, large subunit, N-ter fragment (pseudogene)"	Cytoplasmic		
JW3745	ECK3764	b3772	ilvA	ilvA	ile	48 	0.9 	50 	56.1 	5.9 	e	threonine deaminase	Cytoplasmic	1TDJ	53686; Tryptophan synthase beta subunit-like PLP-dependent enzymes -!- 55021; Regulatory domain in the aminoacid metabolism
JW3747	ECK3766	b3774	ilvC	ilvC	ilvA	97 	0.6 	33 	54.0 	5.5 	e	"ketol-acid reductoisomerase, NAD(P)-binding"	Cytoplasmic		48179; 6-phosphogluconate dehydrogenase C-terminal domain-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW5603	ECK3771	b3779	gpp	gpp	gppA	51 	0.1 	7 	54.8 	6.4 	e	guanosine pentaphosphatase/exopolyphosphatase	Cytoplasmic		
JW5601	ECK3777	b3785	wzzE	wzzE	yifC -!- wzz	20 	1.2 	47 	39.4 	7.9 	r	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	Integral Membrane Protein		
JW5600	ECK3778	b3786	rffE	rffE	nfrC -!- wecB -!- mnaA -!- yifF	76 	0.4 	18 	42.2 	6.4 	e	UDP-N-acetyl glucosamine-2-epimerase	Cytoplasmic		53756; UDP-Glycosyltransferase/glycogen phosphorylase
JW5599	ECK3779	b3787	rffD	rffD	wecC -!- mnaB -!- rff	82 	0.5 	24 	45.8 	5.7 	e	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	Periplasmic		"48179; 6-phosphogluconate dehydrogenase C-terminal domain-like -!- 51735; NAD(P)-binding Rossmann-fold domains -!- 52413; UDP-glucose dehydrogenase (UDPGDH), C-terminal (UDP-binding) domain"
JW5598	ECK3780	b3788	rffG	rffG	fcnA -!- rff	41 	1.1 	45 	39.7 	6.1 	e	"dTDP-glucose 4,6-dehydratase"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW3765	ECK3783	b3791	rffA	rffA	wecE -!- yifI -!- rff	19 	0.9 	39 	41.9 	6.4 	e	TDP-4-oxo-6-deoxy-D-glucose transaminase	Cytoplasmic		53383; PLP-dependent transferases
JW5595	ECK3788	b3795	yifK	yifK		31 	0.0 	2 	50.4 	10.0 	pt	predicted transporter	Integral Membrane Protein		
JW5594	ECK3793	b3800	aslB	aslB	atsB -!- gppB	15 	0.3 	15 	46.5 	6.9 	pr	predicted regulator of arylsulfatase activity	Cytoplasmic		
JW3774	ECK3796	b3802	hemY	hemY		19 	1.1 	51 	45.2 	9.2 	pe	predicted protoheme IX synthesis protein	Integral Membrane Protein		48452; TPR-like
JW5584	ECK3819	b3825	pldB	pldB		36 	0.5 	20 	39.0 	8.1 	e	lysophospholipase L(2)	Cytoplasmic		53474; alpha/beta-Hydrolases
JW3809	ECK3826	b3832	rmuC	rmuC	yigN	16 	0.8 	41 	54.7 	5.6 	cp	predicted recombination limiting protein	Cytoplasmic		
JW3819	ECK3835	b3843	ubiD	ubiD	yigC -!- yigY	37 	0.3 	19 	55.5 	5.8 	e	3-octaprenyl-4-hydroxybenzoate decarboxylase	Cytoplasmic		
JW5578	ECK3837	b3845	fadA	fadA	oldA	10 	0.8 	31 	40.8 	6.9 	e	3-ketoacyl-CoA thiolase (thiolase I)	Cytoplasmic		53901; Thiolase-like
JW3823	ECK3839	b3847	pepQ	pepQ		15 	1.3 	67 	50.1 	6.0 	e	proline dipeptidase	Cytoplasmic		55920; Creatinase/aminopeptidase
JW3831	ECK3851	b3859	yihE	yihE	orfA	9 	1.0 	37 	38.1 	5.4 	pe	predicted kinase	Cytoplasmic		56112; Protein kinase-like (PK-like)
JW5574	ECK3853	b3861	yihF	yihF		83 	0.6 	34 	52.6 	6.0 	o	conserved protein	Membrane Anchored		
JW3838	ECK3860	b3867	hemN	hemN	yihJ	74 	0.9 	49 	52.7 	6.2 	e	"coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent"	Cytoplasmic	1OLT	
JW3839	ECK3861	b3868	glnG	glnG	glnT -!- ntrC	82 	0.8 	43 	52.2 	6.5 	r	"fused DNA-binding response regulator in two-component regulatory system with GlnL, nitrogen regulator I (NRI)"	Cytoplasmic		52172; CheY-like -!- 48283; FIS-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3840	ECK3862	b3869	glnL	glnL	GlnC -!- glnR -!- ntrB	89 	0.4 	17 	38.5 	6.0 	r	sensory kinase in two-component regulatory system with GlnG	Cytoplasmic		47384; Homodimeric domain of signal transducing histidine kinase -!- 55785; PYP-like sensor domain -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3841	ECK3863	b3870	glnA	glnA		42 	0.5 	26 	51.8 	5.6 	e	glutamine synthetase	Cytoplasmic	2GLS	"54368; Glutamine synthetase, N-terminal domain -!- 55931; Glutamine synthase/guanidino kinase catalytic domain"
JW3844	ECK3866	b3873	yihM	yihM		79 	0.5 	18 	36.9 	5.5 	pe	predicted sugar phosphate isomerase	Cytoplasmic		51658; Xylose isomerase-like
JW5569	ECK3873	b3880	yihS	yihS		18 	0.5 	23 	47.4 	6.1 	pe	predicted glucosamine isomerase	Cytoplasmic		48208; Six-hairpin glycosyltransferases
JW3859	ECK3881	b3888	yiiD	yiiD		54 	1.3 	48 	37.1 	6.4 	pe	predicted acetyltransferase	Cytoplasmic		
JW3867	ECK3889	b3896	yiiG	yiiG		107 	0.8 	31 	39.2 	5.3 	o	conserved protein	Inner Membrane Lipoprotein		
JW3869	ECK3891	b3898	frvX	frvX	yiiI	95 	1.3 	51 	38.7 	6.2 	pe	"predicted endo-1,4-beta-glucanase"	Cytoplasmic		53187; Zn-dependent exopeptidases
JW5561	ECK3896	b3903	rhaA	rhaA		31 	0.3 	15 	47.1 	5.9 	e	L-rhamnose isomerase	Cytoplasmic	1DE6	51658; Xylose isomerase-like
JW3875	ECK3897	b3904	rhaB	rhaB		4 	0.7 	40 	54.0 	5.4 	e	rhamnulokinase	Cytoplasmic		53067; Actin-like ATPase domain
JW3882	ECK3904	b3911	cpxA	cpxA	ecfB -!- eup -!- ssd -!- rssE	17 	0.7 	35 	51.6 	6.2 	r	sensory histidine kinase in two-component regulatory system with CpxR	Integral Membrane Protein		47384; Homodimeric domain of signal transducing histidine kinase -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW3888	ECK3909	b3917	sbp	sbp		70 	1.1 	42 	36.6 	8.1 	t	sulfate transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic		53850; Periplasmic binding protein-like II
JW3896	ECK3917	b3925	glpX	glpX		69 	1.7 	61 	35.8 	6.1 	e	"fructose 1,6-bisphosphatase II"	Cytoplasmic	1NI9	
JW3897	ECK3918	b3926	glpK	glpK		22 	0.5 	26 	56.2 	5.8 	e	glycerol kinase	Cytoplasmic	1BOT	53067; Actin-like ATPase domain
JW3902	ECK3923	b3931	hslU	hslU	clpY -!- htpI	74 	1.0 	48 	49.5 	5.6 	f	molecular chaperone and ATPase component of HslUV protease	Cytoplasmic	1G4B	52540; P-loop containing nucleotide triphosphate hydrolases
JW3905	ECK3926	b3934	cytR	cytR		39 	0.6 	22 	37.8 	6.7 	r	DNA-binding transcriptional dual regulator	Cytoplasmic		47413; lambda repressor-like DNA-binding domains -!- 53822; Periplasmic binding protein-like I
JW3910	ECK3931	b3939	metB	metB	met-1	45 	0.3 	14 	41.5 	6.6 	e	"cystathionine gamma-synthase, PLP-dependent"	Cytoplasmic		53383; PLP-dependent transferases
JW5556	ECK3937	b3945	gldA	gldA		104 	1.5 	56 	38.7 	5.0 	e	"glycerol dehydrogenase, NAD"	Cytoplasmic		56796; Dehydroquinate synthase-like
JW3929	ECK3948	b3957	argE	argE	Arg4 -!- argA	42 	1.1 	47 	42.3 	6.0 	e	acetylornithine deacetylase	Cytoplasmic		"53187; Zn-dependent exopeptidases -!- 55031; Carboxypeptidase G2, dimerisation domain"
JW3930	ECK3949	b3958	argC	argC	Arg2 -!- argH	31 	0.7 	27 	35.9 	6.2 	e	"N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding"	Cytoplasmic		"51735; NAD(P)-binding Rossmann-fold domains -!- 55347; Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain"
JW5551	ECK3954	b3962	sthA	sthA	udhA -!- sth	23 	1.3 	65 	51.5 	6.4 	e	"pyridine nucleotide transhydrogenase, soluble"	Cytoplasmic		"51905; FAD/NAD(P)-binding domain -!- 55424; FAD/NAD-linked reductases, dimerisation (C-terminal) domain"
JW3937	ECK3957	b3965	trmA	trmA	rT	42 	1.6 	69 	41.9 	6.2 	e	tRNA (uracil-5-)-methyltransferase	Cytoplasmic		53335; S-adenosyl-L-methionine-dependent methyltransferases
JW3943	ECK3971	b3980	tufB	tufB	kirT -!- pulT	87 	0.1 	4 	43.3 	5.7 	f	protein chain elongation factor EF-Tu (duplicate of tufA)	Cytoplasmic		50447; Translation proteins -!- 50465; EF-Tu/eEF-1alpha C-terminal domain -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3961	ECK3989	b3997	hemE	hemE	hemC	11 	0.3 	11 	39.2 	6.5 	e	uroporphyrinogen decarboxylase	Cytoplasmic		"51726; Uroporphyrinogen decarboxylase, UROD"
JW3968	ECK3996	b4004	zraR	zraR	hydG	69 	0.4 	20 	48.3 	5.9 	r	fused DNA-binding response regulator in two-component regulatory system with ZraS	Cytoplasmic		52172; CheY-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW3969	ECK3997	b4005	purD	purD	adth(a) -!- adtha	89 	1.5 	68 	45.9 	5.2 	e	phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase	Cytoplasmic	1GSO	51246; Rudiment single hybrid motif -!- 52440; Biotin carboxylase N-terminal domain-like -!- 56059; Glutathione synthetase ATP-binding domain-like
JW3975	ECK4007	b4015	aceA	aceA	icl	43 	1.6 	74 	47.5 	5.7 	e	isocitrate lyase	Cytoplasmic	1IGW	51621; Phosphoenolpyruvate/pyruvate domain
JW3994	ECK4026	b4034	malE	malE		96 	0.2 	9 	43.3 	6.4 	t	maltose transporter subunit -!- periplasmic-binding component of ABC superfamily	Periplasmic	1LLS	53850; Periplasmic binding protein-like II
JW3995	ECK4027	b4035	malK	malK	malB	19 	0.6 	23 	40.9 	6.9 	t	"fused maltose transport subunit, ATP-binding component of ABC superfamily -!- regulatory protein"	Cytoplasmic	1Q1E	52540; P-loop containing nucleotide triphosphate hydrolases -!- 50331; MOP-like
JW3996	ECK4028	b4036	lamB	lamB	malB -!- malL	55 	0.1 	7 	49.8 	5.1 	t	maltose outer membrane porin (maltoporin)	Outer Membrane B-barrel protein	1MPQ	56935; Porins
JW3998	ECK4030	b4038	yjbI	yjbI		26 	0.1 	7 	51.7 	6.2 	o	conserved protein	Cytoplasmic		
JW4004	ECK4036	b4044	dinF	dinF		10 	0.1 	4 	49.6 	10.3 	cp	DNA-damage-inducible SOS response protein	Integral Membrane Protein		
JW4012	ECK4044	b4052	dnaB	dnaB	groP -!- grpA -!- grpD	81 	0.2 	9 	52.3 	5.1 	e	replicative DNA helicase	Cytoplasmic		48024; N-terminal domain of DnaB helicase -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW4013	ECK4045	b4053	alr	alr	alr5	46 	0.8 	31 	39.1 	7.3 	e	"alanine racemase 1, PLP-binding, biosynthetic"	Cytoplasmic		"50621; Alanine racemase-like, C-terminal domain -!- 51419; PLP-binding barrel"
JW4014	ECK4046	b4054	tyrB	tyrB		38 	0.4 	16 	43.5 	6.0 	e	"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent"	Cytoplasmic	3TAT	53383; PLP-dependent transferases
JW4031	ECK4063	b4070	nrfA	nrfA	aidC	25 	0.3 	18 	53.7 	7.3 	c	"nitrite reductase, formate-dependent, cytochrome"	Periplasmic	1GU6	48695; Multiheme cytochromes
JW4038	ECK4070	b4077	gltP	gltP		19 	0.1 	5 	47.1 	9.2 	t	glutamate/aspartate:proton symporter	Integral Membrane Protein		
JW4041	ECK4073	b4080	yjcP	yjcP		12 	0.1 	5 	53.4 	7.8 	pt	predicted outer membrane factor of efflux pump	Outer Membrane Lipoprotein		"56954; Integral outer membrane protein TolC, efflux pump component"
JW4048	ECK4080	b4087	alsA	alsA	yjcW	18 	0.2 	10 	56.7 	7.6 	t	fused D-allose transporter subunits -!- ATP-binding components of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW4056	ECK4088	b4095	phnM	phnM		10 	1.4 	59 	42.0 	6.4 	e	carbon-phosphorus lyase complex subunit	Cytoplasmic		51338; Composite domain of metallo-dependent hydrolases
JW4060	ECK4092	b4099	phnI	phnI		11 	0.7 	28 	38.8 	5.2 	e	carbon-phosphorus lyase complex subunit	Cytoplasmic		
JW4073	ECK4105	b4112	basS	basS	pmrB	20 	0.9 	36 	41.0 	6.5 	r	sensory histidine kinase in two-component regulatory system with BasR	Integral Membrane Protein		47384; Homodimeric domain of signal transducing histidine kinase -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
JW4080	ECK4112	b4119	melA	melA	mel-7	21 	0.9 	44 	50.6 	5.9 	e	"alpha-galactosidase, NAD(P)-binding"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW4090	ECK4123	b4129	lysU	lysU	supN	59 	0.8 	46 	57.8 	5.3 	e	"lysine tRNA synthetase, inducible"	Cytoplasmic	1.00E+24	50249; Nucleic acid-binding proteins -!- 55681; Class II aaRS and biotin synthetases
JW4099	ECK4133	b4139	aspA	aspA		87 	0.2 	12 	52.3 	5.6 	e	aspartate ammonia-lyase	Cytoplasmic		48557; L-aspartase-like
JW4106	ECK4140	b4146	yjeK	yjeK		9 	1.0 	40 	38.7 	6.6 	pe	predicted lysine aminomutase	Cytoplasmic		
JW4111	ECK4146	b4150	ampC	ampC	ampA -!- pbpC	26 	0.4 	16 	41.5 	9.3 	e	beta-lactamase/D-alanine carboxypeptidase	Periplasmic	1MY8	56601; beta-Lactamase/D-ala carboxypeptidase
JW4116	ECK4151	b4155	poxA	poxA	yjeA -!- genX	66 	0.9 	33 	36.9 	5.5 	pe	predicted lysyl-tRNA synthetase	Cytoplasmic		55681; Class II aaRS and biotin synthetases
JW4121	ECK4156	b4160	psd	psd		33 	0.6 	21 	35.9 	6.3 	e	phosphatidylserine decarboxylase	Cytoplasmic		
JW4125	ECK4163	b4167	yjeF	yjeF		53 	0.5 	28 	54.6 	6.3 	pe	predicted carbohydrate kinase	Cytoplasmic		53613; Ribokinase-like -!- 64153; YjeF-like
